GMT	global_gene	prismx_gene	global_set	prismx_set
Disease_Signatures_from_GEO_up_2014	0.6173301310158464	0.6549193019595719	0.678561039938472	0.7291848282321917
OMIM_Disease	0.7390704412497954	0.7372075118807103	0.7241008173548205	0.7767069718278411
Tissue_Protein_Expression_from_Human_Proteome_Map	0.6239240200201589	0.6157834918798003	0.6131211540796805	0.6892380454145035
WikiPathways_2013	0.8036636400821927	0.8381161808065518	0.7505038406342681	0.8084723928991361
HomoloGene	0.7002753192150117	0.7275086298539196	0.542870407246192	0.6467755596815373
BioPlanet_2019	0.6878108311874707	0.7882695902962733	0.7819750312324174	0.8481189960280122
SysMyo_Muscle_Gene_Sets	0.7026827943660999	0.7503742354984156	0.7268247449170591	0.8012161909670197
Enrichr_Submissions_TF-Gene_Coocurrence	0.8116228123630246	0.8475554593704818	0.7813243428697273	0.8724632630871453
GeneSigDB	0.6831645312676992	0.7582741246176724	0.7097452050411878	0.7796968295115676
GeneSigDB	0.6831645312676992	0.7582741246176724	0.7097452050411878	0.7796968295115676
Virus_Perturbations_from_GEO_down	0.5967453384865974	0.635639730216406	0.6632370508012205	0.7040625233681398
Kinase_Perturbations_from_GEO_up	0.6082404722218406	0.6353057106093117	0.6697020689039251	0.713077136430057
Human_Gene_Atlas	0.807383596048972	0.7956442143106445	0.7446011873638317	0.7917731290095741
MGI_Mammalian_Phenotype_Level_4	0.6791227161837234	0.7881860252692593	0.6887064728426604	0.7741569997616797
DSigDB	0.6473925193942226	0.793026863019426	0.6826888786123638	0.7494718726583475
Reactome_2013	0.7290362870999809	0.8040954527911371	0.763321789360274	0.8002840111325155
Kinase_Perturbations_from_GEO_down	0.6067736611017204	0.6372019549185379	0.6730487323524018	0.7164588840343166
ARCHS4_Cell-lines	0.6745624761796827	0.6908907019434267	0.620507679842598	0.7415778718792286
Cancer_Cell_Line_Encyclopedia	0.684623874265994	0.7007257596692833	0.6550390835902794	0.7581303365620559
HMDB_Metabolites	0.7519769219692326	0.7235235078008581	0.6446633379907205	0.7451331235563518
NIH_Funded_PIs_2017_AutoRIF_ARCHS4_Predictions	0.756486139953632	0.8484504225677767	0.9191379436381047	0.938584212083247
UK_Biobank_GWAS_v1	0.5664727919504983	0.7047066528074315	0.6063124640392079	0.6750694302440288
KEA_2015	0.563389536154556	0.6720858436771764	0.5718293858624504	0.6028290332070787
WikiPathways_2019_Human	0.7111895143818129	0.7893154178698412	0.7268291811357585	0.7895858897349693
Old_CMAP_down	0.6056256406676693	0.6213058656382937	0.5470524846670167	0.5899400352677105
TargetScan_microRNA	0.5567690009252858	0.6196677082829471	0.5622152951497982	0.6225095726673436
ProteomicsDB_2020	0.7203006441074986	0.6897999388107442	0.5378110303252253	0.6055460287624588
Ligand_Perturbations_from_GEO_down	0.7346939091199032	0.7495789253646253	0.6694481199213418	0.7730599685113726
WikiPathways_2015	0.7352525915128062	0.7955787381962758	0.7314966494578045	0.7969321136942343
NCI-Nature_2015	0.6879837986850684	0.7265086394522355	0.6712703000348349	0.7262544188884679
DepMap_WG_CRISPR_Screens_Broad_CellLines_2019	0.5272167455617166	0.5887735017198669	0.6329633702397485	0.660097305381862
NIH_Funded_PIs_2017_GeneRIF_ARCHS4_Predictions	0.7488892185237086	0.8417258002620763	0.8903601159618718	0.9156350586387316
Drug_Perturbations_from_GEO_up	0.7189834437615612	0.7445764399475735	0.6903392747576789	0.7917116052500496
