GMT	global_gene	prismx_gene	global_set	prismx_set
TargetScan_microRNA	0.5547654310173676	0.6009876252206752	0.5620326192820743	0.6045640658651986
Ligand_Perturbations_from_GEO_down	0.7361504979025225	0.740688003202749	0.6720155745224968	0.7607446422563692
Microbe_Perturbations_from_GEO_up	0.7283464492172593	0.7326950407031972	0.7079838174460077	0.7938121598769967
DepMap_WG_CRISPR_Screens_Sanger_CellLines_2019	0.5572520061071115	0.5575193411124469	0.6385210248628739	0.6746822358400009
HumanCyc_2015	0.7398858005228373	0.7772071708001281	0.696474878510274	0.7731633594180065
Elsevier_Pathway_Collection	0.7248580831895528	0.7705064572561683	0.7181092393497968	0.7717996043894289
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.6793826319897079	0.6964291729197766	0.6312658592537951	0.6758398562519548
Allen_Brain_Atlas_up	0.6193069965835567	0.6099591605523227	0.5060280929227239	0.5914867656328661
GO_Cellular_Component_2015	0.6526707637892927	0.7868037787203869	0.739637425119244	0.7947052052295652
MGI_Mammalian_Phenotype_Level_4_2019	0.6851270669320659	0.7539432182419433	0.6478593146884509	0.7126525743009821
GO_Molecular_Function_2018	0.6779767830985035	0.7866518212782928	0.6675929744780127	0.7409982733899655
UK_Biobank_GWAS_v1	0.5684992486425671	0.6967957816614351	0.523285946895877	0.6022081342943272
Microbe_Perturbations_from_GEO_down	0.7473470690531164	0.7500860226633392	0.6854285265949642	0.7717570125943011
HomoloGene	0.7042494798019661	0.7118820406113223	0.45835663310357594	0.5872814585377382
SysMyo_Muscle_Gene_Sets	0.7029208347731075	0.7420055023981564	0.663357320618387	0.7457112891519907
BioCarta_2013	0.7476772625983155	0.7576982433775177	0.731934435883083	0.7618317859592441
BioPlanet_2019	0.6886212245027024	0.7789954190370946	0.7301241246790224	0.7927944140686211
Epigenomics_Roadmap_HM_ChIP-seq	0.6707025073012609	0.6917170033434462	0.5806147302088094	0.640917472309605
GO_Cellular_Component_2013	0.5493191580834466	0.8102735686727084	0.7085373794260593	0.7648399630752633
WikiPathways_2015	0.7374570007166691	0.7872965556059855	0.7295750884319785	0.7867787194726018
MSigDB_Oncogenic_Signatures	0.6463751302550238	0.6627824161137656	0.5543859877534377	0.6499981001234381
ChEA_2015	0.6304728687850646	0.6572106434173686	0.5974544443244965	0.6379491240410736
Data_Acquisition_Method_Most_Popular_Genes	0.757448235363612	0.7640021430333608	0.6969382665964562	0.7434369021854051
HMDB_Metabolites	0.7432233411499971	0.7139930009404465	0.5426376986505296	0.656625592341554
Tissue_Protein_Expression_from_ProteomicsDB	0.6149904647400308	0.5963324152496102	0.5181069509213034	0.5742510410809278
TF-LOF_Expression_from_GEO	0.6553153376583266	0.6728296335994306	0.5804310717303817	0.6253508624454125
GO_Molecular_Function_2017b	0.7024604708388761	0.7849233296153243	0.6166430454928364	0.6885319415412554
MCF7_Perturbations_from_GEO_up	0.6782392725353893	0.7076404357190457	0.6477377525815781	0.7361985453281233
ClinVar_2019	0.7884143638523106	0.8157725393547384	0.7646503928678166	0.8197612594874113
Human_Gene_Atlas	0.8076334450072004	0.7854161816987407	0.6826855607780501	0.7463464513582911
ENCODE_Histone_Modifications_2013	0.6100602328055428	0.6509989566518755	0.5520145167552456	0.5818237646393023
TF_Perturbations_Followed_by_Expression	0.7154777904217587	0.7431151857869448	0.6857719234951325	0.7723998908159975
HMS_LINCS_KinomeScan	0.5468221223596597	0.6843316521202494	0.4961109868633833	0.5563319384506185
Pfam_InterPro_Domains	0.7004662150381152	0.7861922832027339	0.6849671022239248	0.75967671965895
Drug_Perturbations_from_GEO_up	0.7198903166957877	0.7362389462287632	0.6913523983498718	0.7802434261504518
Jensen_TISSUES	0.6180850174836279	0.8442583108434474	0.5814815575302833	0.6394742906297526
KEA_2015	0.5626048449096807	0.6805149124330677	0.4676548113092263	0.5005542842808008
ESCAPE	0.6619472774883365	0.7108883906957498	0.5897391210512305	0.6880569770164172
MCF7_Perturbations_from_GEO_down	0.6753738225413051	0.706442705988099	0.6563459999225632	0.7368086659747956
WikiPathways_2013	0.804048222453504	0.8338079013843196	0.6947673012665394	0.7438029185546903
Gene_Perturbations_from_GEO_up	0.7276852893139557	0.7410518035296291	0.6790477229762111	0.7729263722301759
Rare_Diseases_GeneRIF_ARCHS4_Predictions	0.7835263523987405	0.8527212981359216	0.8926039176929613	0.915720642868802
Virus_Perturbations_from_GEO_up	0.6053248693253496	0.6402843145408857	0.5716455013823377	0.6474138127422179
GO_Cellular_Component_2017	0.6840223959228551	0.7942068738709717	0.7461021709848098	0.8062867896083967
Rare_Diseases_GeneRIF_Gene_Lists	0.6498928816709215	0.7152193665328083	0.6490899761066254	0.7265074869466193
