GMT	global_gene	prismx_gene	global_set	prismx_set
InterPro_Domains_2019	0.6829897374835547	0.7677953882277141	0.7004864281915937	0.737891010818212
Jensen_TISSUES	0.6153473361016765	0.7942960231312821	0.5833538869576147	0.6190730958175277
TargetScan_microRNA_2017	0.5354472364681903	0.5488339934629356	0.5807340366331738	0.6148840045480535
Genome_Browser_PWMs	0.6079038097461453	0.6312659655078183	0.5634581175118517	0.6225282665727379
ENCODE_Histone_Modifications_2013	0.6121331191018871	0.6398835009039623	0.5530625648208534	0.5713185576088209
ESCAPE	0.6641456751570827	0.6933305314822827	0.5921557432469721	0.6729239069974697
DepMap_WG_CRISPR_Screens_Broad_CellLines_2019	0.5292294224767077	0.5653904851611038	0.6293176669026123	0.6441810750630279
Reactome_2015	0.7464992408749613	0.800414369309605	0.7446777355109719	0.7922068242338406
Table_Mining_of_CRISPR_Studies	0.690767151989959	0.757487054359226	0.6476991317062608	0.6958624742222655
Elsevier_Pathway_Collection	0.7240258979081894	0.7479666585106923	0.7214168969296324	0.7503752254730772
GeneSigDB	0.6816649599380032	0.7309886669114218	0.634170652812756	0.6846186754650855
lncHUB_lncRNA_Co-Expression	0.7817306599753888	0.784745014840505	0.7521811911752868	0.806937595477719
Drug_Perturbations_from_GEO_up	0.7190499443761766	0.7174284127039287	0.6935403217769693	0.7608936009219449
Virus-Host_PPI_P-HIPSTer_2020	0.554809843478097	0.7269334199763902	0.6750925835694501	0.7043057919824133
ENCODE_TF_ChIP-seq_2014	0.5936864812660652	0.6286461034285554	0.6463115856571139	0.6470702458897066
MSigDB_Oncogenic_Signatures	0.6461248100020388	0.6453787884843363	0.5569777915841556	0.6300362004543322
GO_Cellular_Component_2018	0.6800200392566719	0.7700734282787929	0.7336786621656429	0.7809584412592826
NCI-60_Cancer_Cell_Lines	0.6121076542842626	0.6473400350697402	0.5921312166231908	0.6297938798842526
ChEA_2015	0.6303916050591949	0.6364718718313359	0.5991496069283085	0.6264162024254655
KEA_2013	0.5809826290917884	0.6939576937265031	0.5643970869759855	0.5864471985596936
SubCell_BarCode	0.6094276499826149	0.6987349920638345	0.6150609004261026	0.6627506222963392
GO_Biological_Process_2017b	0.7014924129327563	0.7704482877105104	0.655069786037728	0.7161470175580052
GO_Biological_Process_2018	0.7025818447258234	0.8219184219359505	0.6765992418529866	0.7934452041828924
BioCarta_2015	0.7049832488714028	0.7403641463960106	0.6986928154420426	0.7184260305795684
MCF7_Perturbations_from_GEO_down	0.6761038348739733	0.6921876295125591	0.6582982990195078	0.7225040234756823
GO_Biological_Process_2015	0.7174605945140016	0.7590859321857873	0.664369112571632	0.7260198822812858
WikiPathways_2015	0.7349756838679496	0.7658280472674776	0.730679545382631	0.7652508214798878
L1000_Kinase_and_GPCR_Perturbations_up	0.5830495932045608	0.5672123820297899	0.5065405943248351	0.5635802852353515
Virus_Perturbations_from_GEO_up	0.6045873844558018	0.6226287822468176	0.57240963272873	0.6293516331826178
MGI_Mammalian_Phenotype_Level_4_2019	0.6840798947072948	0.7379849593925628	0.6485081273571575	0.6914331395639598
Reactome_2016	0.7114903826417456	0.7903853927216079	0.7373137799351939	0.7854185256232132
DepMap_WG_CRISPR_Screens_Sanger_CellLines_2019	0.5557706045355053	0.5530883406120752	0.6396864384006757	0.6626404505732821
KEGG_2019_Human	0.7552642556499806	0.7705488949393309	0.6966812234261671	0.7478385236987319
TF-LOF_Expression_from_GEO	0.65320036978894	0.641859877519657	0.582779965880365	0.6135066640251737
ENCODE_Histone_Modifications_2015	0.6068119682026243	0.6206209691477483	0.5976458457294465	0.6307215501412604
KEA_2015	0.5624198476941628	0.6807333459978195	0.47132664061049695	0.4875210102624625
MGI_Mammalian_Phenotype_Level_3	0.6754370268986599	0.691544102612694	0.5906979895809689	0.6290848168975441
Gene_Perturbations_from_GEO_down	0.7315525478346493	0.7329970504885623	0.6873277904042863	0.7528188109284227
BioCarta_2016	0.7184664824985639	0.7276950771622218	0.6982977943334555	0.7160928881107731
CCLE_Proteomics_2020	0.6497805896129795	0.6180915127653352	0.5431278690507692	0.5964088155204484
ARCHS4_Tissues	0.7628467041751672	0.7459221114836425	0.6766007040902251	0.7510224809084505
Kinase_Perturbations_from_GEO_down	0.6085257483060822	0.6129377278317777	0.5947735822193295	0.6300776002642059
Microbe_Perturbations_from_GEO_down	0.7465594042925712	0.7339349637678924	0.6847613926115865	0.7534882318029403
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.6805070415196955	0.6673153451623831	0.6317904970031225	0.6612054189298594
Epigenomics_Roadmap_HM_ChIP-seq	0.6715246989722928	0.6544811138674216	0.5799571163936164	0.6266266484338024
OMIM_Expanded	0.7182802092029726	0.6428780523024255	0.5996104172743641	0.6143559367489263
Drug_Perturbations_from_GEO_2014	0.7173015625436516	0.7405344612113778	0.6901380242693351	0.7404325946452193
GO_Molecular_Function_2018	0.6779601004193004	0.7607286065400584	0.6685082463071802	0.7205118487342964
Rare_Diseases_GeneRIF_ARCHS4_Predictions	0.7835674348619976	0.8373628028614064	0.8920553950560318	0.9026916743210106
Virus_Perturbations_from_GEO_down	0.598863516812262	0.6085658737658614	0.5843072605934592	0.6191742384324983
Allen_Brain_Atlas_up	0.6188497603040217	0.5911520306676145	0.5070380805101974	0.5673617311369455
VirusMINT	0.523861182602783	0.6583469328188725	0.3820506852272441	0.3866413116798177
HomoloGene	0.7056413752683734	0.6849579274090819	0.45927070578258994	0.5490690388836473
NCI-Nature_2016	0.6891340849288146	0.7010138037315716	0.6682874723449586	0.702078357490904
Kinase_Perturbations_from_GEO_up	0.609351169998757	0.6112272699554887	0.5890022838518316	0.6241513349209789
dbGaP	0.5347355007773412	0.6293694844633501	0.5504440243283653	0.5846987961504343
Jensen_DISEASES	0.6367681220363623	0.7434776489253938	0.581932407630618	0.6323744152790928
HMS_LINCS_KinomeScan	0.5436791857429051	0.6418613063974428	0.49537943255016875	0.5423617152621885
SILAC_Phosphoproteomics	0.6155102873012206	0.643138210440547	0.6201731771632725	0.6426667303121252
Disease_Signatures_from_GEO_down_2014	0.6265287936334544	0.6289681550316657	0.589127111649036	0.6276579858934649
GTEx_Tissue_Sample_Gene_Expression_Profiles_down	0.7641504174317749	0.7315803964555573	0.5447314186604623	0.6583561022604832
Aging_Perturbations_from_GEO_down	0.7396631748712542	0.7286688428430724	0.7119022621691475	0.759569352423122
Drug_Perturbations_from_GEO_down	0.7195989049812069	0.7244153642393244	0.692946839306075	0.7577508788567262
LINCS_L1000_Ligand_Perturbations_down	0.5868098081789174	0.5783053562592073	0.517402882083681	0.5742400795395491
HumanCyc_2015	0.739485281524181	0.763423620569048	0.6945657458894516	0.7470487276134421
GTEx_Tissue_Sample_Gene_Expression_Profiles_up	0.7624138223860861	0.7302715081548594	0.650586542585148	0.7181051723379082
LINCS_L1000_Chem_Pert_up	0.4963938104262399	0.5533382990687885	0.5021910458541233	0.5029946532458304
